ID,LONG,LAT,SUB_Basin,Elevation,AAP(mm),RiverDIST(m),FaultDIST(m),Landuse_Type,Slop(Percent),Slop(Degrees),GEO_UNIT,DES_GEOUNI,Climate_Type,DES_ClimateType
1,52.326,27.763,Mehran,617,137,1448.705292,40639.5789,poorrange,42.2406693,22.8995228,EOas-ja,"Undivided Asmari and Jahrum Formation , regardless to  the disconformity separates them",A-M-VW,"Warm and humid, with a humid period longer than the dry period"
2,52.333,27.772,Mehran,944,137,344.2994837,40135.02913,mix(woodland_x),68.2191162,34.3014641,KEpd-gu,Keewatin Epedotic quartz diorite,A-M-VW,"Warm and humid, with a humid period longer than the dry period"
3,52.326,27.763,Mehran,617,137,1448.705292,40639.5789,poorrange,42.2406693,22.8995228,EOas-ja,"Undivided Asmari and Jahrum Formation , regardless to  the disconformity separates them",A-M-VW,"Warm and humid, with a humid period longer than the dry period"
4,52.333,27.694,Mehran,55,137,1889.828623,42189.54442,rock,12.1417656,6.9228325,Mlmmi, Low weathering grey marls alternating with bands of more ressitant shelly limestone ( MISHAN FM. ),A-M-VW,"Warm and humid, with a humid period longer than the dry period"
5,52.324,27.682,Mehran,20,137,874.2016906,43010.084,poorrange,2.2162299,1.2695984,MuPlaj," Brown to grey , calcareous , feature - forming sandstone and low weathering , gypsum - veind , red marl and siltstone ( AGHAJARI FM . )",A-M-VW,"Warm and humid, with a humid period longer than the dry period"
6,52.313,27.775,Mehran,616,137,404.8089532,38850.08367,poorrange,12.9352999,7.3704548,OMr,Opemiska mafic rocks,A-M-VW,"Warm and humid, with a humid period longer than the dry period"
7,52.313,27.685,Mehran,31,137,214.0573525,44108.08706,rock,8.1982002,4.6867418,MuPlaj," Brown to grey , calcareous , feature - forming sandstone and low weathering , gypsum - veind , red marl and siltstone ( AGHAJARI FM . )",A-M-VW,"Warm and humid, with a humid period longer than the dry period"
8,53.167,27.486,Mehran,938,128,942.2903776,41978.69755,poorrange,38.0811234,20.8473949,EOas-ja,"Undivided Asmari and Jahrum Formation , regardless to  the disconformity separates them",A-M-VW,"Warm and humid, with a humid period longer than the dry period"
9,53.173,27.483,Mehran,997,128,923.985226,42012.63072,poorrange,36.4768181,20.0403614,EOas-ja,"Undivided Asmari and Jahrum Formation , regardless to  the disconformity separates them",A-M-VW,"Warm and humid, with a humid period longer than the dry period"
10,53.177,27.481,Mehran,982,128,630.3981552,42041.32242,poorrange,38.5856361,21.0994263,OMr,Opemiska mafic rocks,A-M-VW,"Warm and humid, with a humid period longer than the dry period"
11,53.167,27.489,Mehran,940,128,982.950499,41682.44522,poorrange,39.7474747,21.6765728,EOas-ja,"Undivided Asmari and Jahrum Formation , regardless to  the disconformity separates them",A-M-VW,"Warm and humid, with a humid period longer than the dry period"
12,53.338,27.466,Mand,516,128,2470.397753,36194.56093,poorrange,1.2748281,0.7303831,Plbk, Low weathering grey marls alternating with bands of more ressitant shelly limestone ( MISHAN FM. ),A-M-VW,"Warm and humid, with a humid period longer than the dry period"
13,53.678,27.812,Mand,725,138,3456.875061,6292.382384,poorrange,22.1826591,12.507205,Mlmmi, Low weathering grey marls alternating with bands of more ressitant shelly limestone ( MISHAN FM. ),A-M-VW,"Warm and humid, with a humid period longer than the dry period"
14,53.778,27.925,Mand,756,138,2989.006526,4573.340079,mix(agri_follow),1.6997707,0.9738031,Qft2, Low level piedmont fan and valley teraces deposite,A-M-VW,"Warm and humid, with a humid period longer than the dry period"
15,53.777,27.933,Mand,754,138,3218.362532,5423.691246,mix(bareland_x),3.0047984,1.7211049,Qft2, Low level piedmont fan and valley teraces deposite,A-M-VW,"Warm and humid, with a humid period longer than the dry period"
16,54.335,27.242,Mehran,453,155,4094.873151,6829.369521,poorrange,30.0539932,16.7276211,Mlgs," Anhydrite , salt , grey and red marl alternating with anhydrite , argillaceous limestone and limestone ( GACHSARAN FM . )",A-M-VW,"Warm and humid, with a humid period longer than the dry period"
17,56.094,27.733,Shoor,657,159,1468.074048,6801.786577,poorrange,8.7501049,5.0007043,Mlmmi, Low weathering grey marls alternating with bands of more ressitant shelly limestone ( MISHAN FM. ),A-M-VW,"Warm and humid, with a humid period longer than the dry period"
18,55.963,27.935,Shoor,1310,156,3665.095531,7947.390753,verylowforest,36.5534706,20.0791111,OMr,Opemiska mafic rocks,A-C-VW,"Warm and dry, with a dry period longer than the humid period"
19,55.963,27.928,Shoor,1123,156,4307.876899,7393.504484,poorrange,13.4606924,7.666328,Mlmmi, Low weathering grey marls alternating with bands of more ressitant shelly limestone ( MISHAN FM. ),A-M-VW,"Warm and humid, with a humid period longer than the dry period"
20,55.251,26.792,Mehran,234,150,1099.766202,1279.902736,poorrange,16.4107113,9.3195753,Qft2, Low level piedmont fan and valley teraces deposite,A-M-VW,"Warm and humid, with a humid period longer than the dry period"
21,55.251,26.791,Mehran,239,150,995.7710454,1356.284345,poorrange,28.9242096,16.1320953,Qft2, Low level piedmont fan and valley teraces deposite,A-M-VW,"Warm and humid, with a humid period longer than the dry period"
22,56.283,27.231,Shoor,44,155,5710.189215,2106.698156,poorrange,5.3818617,3.0806077,MuPlaj," Brown to grey , calcareous , feature - forming sandstone and low weathering , gypsum - veind , red marl and siltstone ( AGHAJARI FM . )",A-M-VW,"Warm and humid, with a humid period longer than the dry period"
23,56.061,27.374,Shoor,524,155,5129.28673,6432.097871,lowforest,56.8842545,29.6330624,Mlmmi, Low weathering grey marls alternating with bands of more ressitant shelly limestone ( MISHAN FM. ),A-M-VW,"Warm and humid, with a humid period longer than the dry period"
24,55.683,27.753,Shoor,409,156,102.7995633,6308.813734,poorrange,26.2723198,14.7202673,Mlmmi, Low weathering grey marls alternating with bands of more ressitant shelly limestone ( MISHAN FM. ),A-M-VW,"Warm and humid, with a humid period longer than the dry period"
25,55.927,27.624,Shoor,323,156,969.7723659,14509.02654,poorrange,2.0904415,1.1975604,MuPlaj," Brown to grey , calcareous , feature - forming sandstone and low weathering , gypsum - veind , red marl and siltstone ( AGHAJARI FM . )",A-M-VW,"Warm and humid, with a humid period longer than the dry period"
26,55.182,27.834,Shoor,815,163,3320.397743,1380.357464,poorrange,14.2846489,8.1295042,Mlmmi, Low weathering grey marls alternating with bands of more ressitant shelly limestone ( MISHAN FM. ),A-M-VW,"Warm and humid, with a humid period longer than the dry period"
27,56.209,27.455,Shoor,904,155,225.1802964,8001.028313,woodland1,70.7281342,35.2710571,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",A-M-VW,"Warm and humid, with a humid period longer than the dry period"
28,56.207,27.451,Shoor,860,155,101.4404876,7733.089917,woodland1,23.3880672,13.1637592,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",A-M-VW,"Warm and humid, with a humid period longer than the dry period"
29,56.207,27.447,Shoor,936,155,213.4679273,7365.17273,woodland1,44.8953514,24.1778622,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",A-M-VW,"Warm and humid, with a humid period longer than the dry period"
30,57.042,27.567,Rudan,667,124,2971.115974,1478.942692,poorrange,26.1137562,14.6352501,tm,"Tectonic melange - association of ophiolitic components , pelagic limestone , radiolarian chert and shale with or without Eocene sedimentary rocks (Coloured Melange complex )",A-M-VW,"Warm and humid, with a humid period longer than the dry period"
31,57.743,26.424,Iran Southern Coast,871,118,4.352023672,1002.23639,bareland,3.2529633,1.8631537,Qft1,High level piedmont fan and valley terrces deposits,A-M-VW,"Warm and humid, with a humid period longer than the dry period"
32,57.539,26.761,Iran Southern Coast,537,168,1371.994874,4215.897246,poorrange,9.2731018,5.297945,Qft1,High level piedmont fan and valley terrces deposits,A-M-VW,"Warm and humid, with a humid period longer than the dry period"
33,56.608,27.766,Shoor,777,141,101.8596856,7471.413875,poorrange,6.8229442,3.9032097,MuPlaj," Brown to grey , calcareous , feature - forming sandstone and low weathering , gypsum - veind , red marl and siltstone ( AGHAJARI FM . )",A-M-VW,"Warm and humid, with a humid period longer than the dry period"
34,56.476,27.879,Shoor,1163,159,336.1552788,1086.668927,poorrange,12.2572212,6.9880137,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",A-C-VW,"Warm and dry, with a dry period longer than the humid period"
35,56.626,27.771,Shoor,807,141,703.7891453,8383.45261,poorrange,10.6371565,6.0718098,Plbk, Low weathering grey marls alternating with bands of more ressitant shelly limestone ( MISHAN FM. ),A-M-VW,"Warm and humid, with a humid period longer than the dry period"
36,56.565,27.763,Shoor,645,141,689.924931,5301.650377,poorrange,9.030407,5.1600461,MuPlaj," Brown to grey , calcareous , feature - forming sandstone and low weathering , gypsum - veind , red marl and siltstone ( AGHAJARI FM . )",A-M-VW,"Warm and humid, with a humid period longer than the dry period"
37,56.565,27.761,Shoor,695,141,490.2222944,5099.599039,poorrange,17.7969322,10.0912361,MuPlaj," Brown to grey , calcareous , feature - forming sandstone and low weathering , gypsum - veind , red marl and siltstone ( AGHAJARI FM . )",A-M-VW,"Warm and humid, with a humid period longer than the dry period"
38,56.331,27.863,Shoor,1680,159,591.4045325,138.8178911,mix(woodland_x),60.8748741,31.3309116,MuPlaj," Brown to grey , calcareous , feature - forming sandstone and low weathering , gypsum - veind , red marl and siltstone ( AGHAJARI FM . )",A-C-W,"Hot and dry, with a dry period longer than the humid period"
39,57.626,27.542,Jaghin,458,116,2443.218133,1550.898437,modrange,0.6851995,0.3925842,Qft1,High level piedmont fan and valley terrces deposits,A-M-VW,"Warm and humid, with a humid period longer than the dry period"
40,57.124,27.555,Rudan,659,124,311.2875213,523.9991729,poorrange,25.065134,14.0713625,tm,"Tectonic melange - association of ophiolitic components , pelagic limestone , radiolarian chert and shale with or without Eocene sedimentary rocks (Coloured Melange complex )",A-M-VW,"Warm and humid, with a humid period longer than the dry period"
41,56.338,27.72,Shoor,595,159,366.8863699,14781.9142,poorrange,14.7559776,8.3939791,Qft2, Low level piedmont fan and valley teraces deposite,A-M-VW,"Warm and humid, with a humid period longer than the dry period"
42,56.338,27.721,Shoor,574,159,434.1528932,14674.2769,poorrange,8.7211657,4.9842486,Qft2, Low level piedmont fan and valley teraces deposite,A-M-VW,"Warm and humid, with a humid period longer than the dry period"
43,56.481,27.839,Shoor,1085,159,473.7021517,4919.533463,mix(woodland_x),29.5999336,16.4887199,Plbk, Low weathering grey marls alternating with bands of more ressitant shelly limestone ( MISHAN FM. ),A-M-VW,"Warm and humid, with a humid period longer than the dry period"
44,57.556,27.833,Halil Rud,753,116,968.4793375,1184.236674,rock,3.6307118,2.0793314,Pzkb,"Undifferentiated basic schist pelitic schist , psammitic schist , calc - silicate rocks , amphibolite , recrystalized limestone , marble and phyllite ( Bajgan Metamorphic complex and Deyader complex )",A-M-VW,"Warm and humid, with a humid period longer than the dry period"
45,56.431,27.919,Shoor,1532,159,1530.865383,4908.593797,mix(woodland_x),44.3799667,23.931633,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",A-C-W,"Hot and dry, with a dry period longer than the humid period"
46,56.378,27.919,Shoor,2050,159,788.6595565,3813.123445,mix(woodland_x),95.2603607,43.6095085,Eja,"Grey and brown weathered , massive dolomite , low weathering thin to medium - bedded dolomite and massive , feature forming , buff dolomitic limestone ( JAHRUM FM . )",A-C-W,"Hot and dry, with a dry period longer than the humid period"
47,56.352,27.917,Shoor,2020,159,2935.7213,2578.357061,woodland1,23.9254417,13.4553347,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",A-C-W,"Hot and dry, with a dry period longer than the humid period"
48,56.49,27.747,Shoor,593,159,1935.823697,5422.290644,rock,20.2015438,11.4209242,OMr,Opemiska mafic rocks,A-M-VW,"Warm and humid, with a humid period longer than the dry period"
49,56.528,27.728,Shoor,507,141,174.7716393,1134.356019,poorrange,20.5559845,11.6159058,Qft2, Low level piedmont fan and valley teraces deposite,A-M-VW,"Warm and humid, with a humid period longer than the dry period"
50,57.03,27.431,Shoor,360,136,27.07571398,355.2432358,poorrange,2.166791,1.2412856,OMf," Rhytmically bedded sandstone and shale , with minor siltstone and mudstone ( e . g . Angohran unit)",A-M-VW,"Warm and humid, with a humid period longer than the dry period"
51,57.508,27.837,Halil Rud,730,116,1075.850963,2690.32713,rock,60.3364716,31.1053009,Pzkb,"Undifferentiated basic schist pelitic schist , psammitic schist , calc - silicate rocks , amphibolite , recrystalized limestone , marble and phyllite ( Bajgan Metamorphic complex and Deyader complex )",A-M-VW,"Warm and humid, with a humid period longer than the dry period"
52,57.02,27.433,Shoor,413,136,255.2501857,1262.545766,mix(poorrange_x),25.2989044,14.1973152,OMf," Rhytmically bedded sandstone and shale , with minor siltstone and mudstone ( e . g . Angohran unit)",A-M-VW,"Warm and humid, with a humid period longer than the dry period"
53,61.792,27.575,Rakshan,1424,111,1679.219679,2832.594176,rock,43.9029732,23.7029037,Qft2, Low level piedmont fan and valley teraces deposite,A-C-W,"Hot and dry, with a dry period longer than the humid period"
54,51.05,29.626,Dalaki,271,152,1482.304085,33197.8753,poorrange,4.1024027,2.3491864,Plbk, Low weathering grey marls alternating with bands of more ressitant shelly limestone ( MISHAN FM. ),A-M-VW,"Warm and humid, with a humid period longer than the dry period"
55,51.05,29.617,Dalaki,282,152,831.688123,32841.79726,poorrange,8.8424845,5.0532274,Plbk, Low weathering grey marls alternating with bands of more ressitant shelly limestone ( MISHAN FM. ),A-M-VW,"Warm and humid, with a humid period longer than the dry period"
56,51.05,29.626,Dalaki,271,152,1482.304085,33197.8753,poorrange,4.1024027,2.3491864,Plbk, Low weathering grey marls alternating with bands of more ressitant shelly limestone ( MISHAN FM. ),A-M-VW,"Warm and humid, with a humid period longer than the dry period"
57,51.05,29.626,Dalaki,271,152,1482.304085,33197.8753,poorrange,4.1024027,2.3491864,Plbk, Low weathering grey marls alternating with bands of more ressitant shelly limestone ( MISHAN FM. ),A-M-VW,"Warm and humid, with a humid period longer than the dry period"
58,51.05,29.626,Dalaki,271,152,1482.304085,33197.8753,poorrange,4.1024027,2.3491864,Plbk, Low weathering grey marls alternating with bands of more ressitant shelly limestone ( MISHAN FM. ),A-M-VW,"Warm and humid, with a humid period longer than the dry period"
59,51.05,29.626,Dalaki,271,152,1482.304085,33197.8753,poorrange,4.1024027,2.3491864,Plbk, Low weathering grey marls alternating with bands of more ressitant shelly limestone ( MISHAN FM. ),A-M-VW,"Warm and humid, with a humid period longer than the dry period"
60,51.05,29.626,Dalaki,271,152,1482.304085,33197.8753,poorrange,4.1024027,2.3491864,Plbk, Low weathering grey marls alternating with bands of more ressitant shelly limestone ( MISHAN FM. ),A-M-VW,"Warm and humid, with a humid period longer than the dry period"
61,51.05,29.626,Dalaki,271,152,1482.304085,33197.8753,poorrange,4.1024027,2.3491864,Plbk, Low weathering grey marls alternating with bands of more ressitant shelly limestone ( MISHAN FM. ),A-M-VW,"Warm and humid, with a humid period longer than the dry period"
62,51.05,29.626,Dalaki,271,152,1482.304085,33197.8753,poorrange,4.1024027,2.3491864,Plbk, Low weathering grey marls alternating with bands of more ressitant shelly limestone ( MISHAN FM. ),A-M-VW,"Warm and humid, with a humid period longer than the dry period"
63,51.05,29.626,Dalaki,271,152,1482.304085,33197.8753,poorrange,4.1024027,2.3491864,Plbk, Low weathering grey marls alternating with bands of more ressitant shelly limestone ( MISHAN FM. ),A-M-VW,"Warm and humid, with a humid period longer than the dry period"
64,51.579,29.248,Dalaki,1305,156,803.8186359,962.9288587,mix(lowforest_x),60.274189,31.0791321,Mlmmi, Low weathering grey marls alternating with bands of more ressitant shelly limestone ( MISHAN FM. ),SA-C-W,"Hot and dry, with a dry period longer than the humid period"
65,51.578,29.248,Dalaki,1277,156,734.31205,1044.703859,mix(lowforest_x),44.4177933,23.9497356,Mlmmi, Low weathering grey marls alternating with bands of more ressitant shelly limestone ( MISHAN FM. ),SA-C-W,"Hot and dry, with a dry period longer than the humid period"
66,51.464,29.304,Dalaki,561,152,587.7274627,6233.024961,modrange,9.8105631,5.6031089,Mlmmi, Low weathering grey marls alternating with bands of more ressitant shelly limestone ( MISHAN FM. ),A-M-VW,"Warm and humid, with a humid period longer than the dry period"
67,51.357,29.453,Dalaki,196,152,24.14369666,323.961921,modrange,6.5446692,3.7444792,Mlmmi, Low weathering grey marls alternating with bands of more ressitant shelly limestone ( MISHAN FM. ),A-M-VW,"Warm and humid, with a humid period longer than the dry period"
68,51.356,29.454,Dalaki,190,152,37.62032399,176.732998,poorrange,0.2687573,0.1539862,Mlmmi, Low weathering grey marls alternating with bands of more ressitant shelly limestone ( MISHAN FM. ),A-M-VW,"Warm and humid, with a humid period longer than the dry period"
69,51.359,29.457,Dalaki,384,152,479.1399705,104.5939349,modrange,1.7208867,0.9858981,Mlmmi, Low weathering grey marls alternating with bands of more ressitant shelly limestone ( MISHAN FM. ),A-M-VW,"Warm and humid, with a humid period longer than the dry period"
70,51.254,29.462,Dalaki,95,152,819.0385776,6793.637599,agri,1.155969,0.662292,Qft2, Low level piedmont fan and valley teraces deposite,A-M-VW,"Warm and humid, with a humid period longer than the dry period"
71,51.351,29.47,Dalaki,215,152,99.32717415,1501.368688,masil,15.224576,8.6565647,MuPlaj," Brown to grey , calcareous , feature - forming sandstone and low weathering , gypsum - veind , red marl and siltstone ( AGHAJARI FM . )",A-M-VW,"Warm and humid, with a humid period longer than the dry period"
72,51.346,29.47,Dalaki,146,152,92.18305852,1809.307253,masil,25.2030773,14.1457014,MuPlaj," Brown to grey , calcareous , feature - forming sandstone and low weathering , gypsum - veind , red marl and siltstone ( AGHAJARI FM . )",A-M-VW,"Warm and humid, with a humid period longer than the dry period"
73,51.342,29.47,Dalaki,130,152,28.9947132,2055.669646,masil,2.4705219,1.4152169,Mlmmi, Low weathering grey marls alternating with bands of more ressitant shelly limestone ( MISHAN FM. ),A-M-VW,"Warm and humid, with a humid period longer than the dry period"
74,51.289,29.457,Dalaki,111,152,966.2356352,4208.193198,agri,2.660562,1.5240302,Qft2, Low level piedmont fan and valley teraces deposite,A-M-VW,"Warm and humid, with a humid period longer than the dry period"
75,51.304,29.464,Dalaki,159,152,292.8861829,3882.994272,poorrange,20.6855888,11.6871347,Mlmmi, Low weathering grey marls alternating with bands of more ressitant shelly limestone ( MISHAN FM. ),A-M-VW,"Warm and humid, with a humid period longer than the dry period"
76,51.504,29.464,Dalaki,354,156,505.7311427,10169.43273,poorrange,3.3995414,1.9470439,Mlmmi, Low weathering grey marls alternating with bands of more ressitant shelly limestone ( MISHAN FM. ),A-M-VW,"Warm and humid, with a humid period longer than the dry period"
77,51.312,29.464,Dalaki,167,152,398.3082968,3390.055993,poorrange,27.3895245,15.3173876,Mlmmi, Low weathering grey marls alternating with bands of more ressitant shelly limestone ( MISHAN FM. ),A-M-VW,"Warm and humid, with a humid period longer than the dry period"
78,51.299,29.744,Dalaki,657,152,1377.120622,8301.69169,mix(lowforest_x),12.0701675,6.8824024,Mlgs," Anhydrite , salt , grey and red marl alternating with anhydrite , argillaceous limestone and limestone ( GACHSARAN FM . )",A-C-VW,"Warm and dry, with a dry period longer than the humid period"
79,51.301,29.744,Dalaki,692,152,1327.90227,8108.62404,mix(lowforest_x),22.7992744,12.8434877,Mlgs," Anhydrite , salt , grey and red marl alternating with anhydrite , argillaceous limestone and limestone ( GACHSARAN FM . )",A-C-VW,"Warm and dry, with a dry period longer than the humid period"
80,52.352,29.578,Qarabaq,1877,168,907.9206799,2581.374454,modrange,11.1881847,6.3838096,OMr,Opemiska mafic rocks,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
81,52.319,29.694,Qarabaq,2083,168,749.9104853,5713.498486,lowforest,17.6747551,10.0233688,MuPlaj," Brown to grey , calcareous , feature - forming sandstone and low weathering , gypsum - veind , red marl and siltstone ( AGHAJARI FM . )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
82,52.144,29.331,Dalaki,1282,168,9.406052538,2100.335648,modforest,9.6341171,5.5029588,ElPE-Eh,Elsonian Pelagic-hemipelagic mudstone,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
83,52.146,29.333,Dalaki,1329,168,108.0469567,2393.612679,modforest,16.5585938,9.4020643,ElPE-Eh,Elsonian Pelagic-hemipelagic mudstone,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
84,52.172,29.419,Dalaki,1389,168,144.1547278,3124.411578,agri,19.7367458,11.1648273,Qft2, Low level piedmont fan and valley teraces deposite,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
85,51.466,29.309,Dalaki,616,152,281.0918692,6274.310435,modrange,9.976655,5.6973495,Mlmmi, Low weathering grey marls alternating with bands of more ressitant shelly limestone ( MISHAN FM. ),A-M-VW,"Warm and humid, with a humid period longer than the dry period"
86,51.338,29.471,Dalaki,133,152,65.55704504,2387.667748,masil,6.9773464,3.9912565,Mlmmi, Low weathering grey marls alternating with bands of more ressitant shelly limestone ( MISHAN FM. ),A-M-VW,"Warm and humid, with a humid period longer than the dry period"
87,52.081,29.636,Mand,2230,168,157.7287051,6866.023532,mix(modforest_x),25.3331413,14.2157507,Mlgs," Anhydrite , salt , grey and red marl alternating with anhydrite , argillaceous limestone and limestone ( GACHSARAN FM . )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
88,52.137,29.665,Mand,1942,168,34.40532391,563.7811664,masil,1.3835131,0.7926441,Mlgs," Anhydrite , salt , grey and red marl alternating with anhydrite , argillaceous limestone and limestone ( GACHSARAN FM . )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
89,52.058,29.688,Mand,2004,168,349.7493575,6000.540374,modrange,3.3189085,1.9008967,Mlgs," Anhydrite , salt , grey and red marl alternating with anhydrite , argillaceous limestone and limestone ( GACHSARAN FM . )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
90,52.003,29.853,Zohreh,2185,168,515.7074754,4826.313243,mix(modforest_x),13.1800747,7.5083494,PlQc,Fluvial conglomerate,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
91,52.003,29.853,Zohreh,2185,168,515.7074754,4826.313243,mix(modforest_x),13.1800747,7.5083494,PlQc,Fluvial conglomerate,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
92,52.139,29.665,Mand,1941,168,43.1665776,395.3947105,masil,0.7835556,0.4489351,Mlgs," Anhydrite , salt , grey and red marl alternating with anhydrite , argillaceous limestone and limestone ( GACHSARAN FM . )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
93,51.437,29.57,Dalaki,627,152,1848.004041,1291.648469,poorrange,15.2127104,8.6499205,MuPlaj," Brown to grey , calcareous , feature - forming sandstone and low weathering , gypsum - veind , red marl and siltstone ( AGHAJARI FM . )",A-M-VW,"Warm and humid, with a humid period longer than the dry period"
94,51.482,29.569,Dalaki,855,152,1632.909983,2598.604483,poorrange,63.2128487,32.2981453,Mlgs," Anhydrite , salt , grey and red marl alternating with anhydrite , argillaceous limestone and limestone ( GACHSARAN FM . )",A-C-VW,"Warm and dry, with a dry period longer than the humid period"
95,54.46,28.883,Shoor,2325,138,1204.043208,4655.296047,modrange,66.2815247,33.5370255,TRKurl," Buff to grey , thick - bedded to massive ,  partly o'olitic limestone ( Bisetun Limestone )",A-C-W,"Hot and dry, with a dry period longer than the humid period"
96,54.455,28.878,Shoor,1917,138,468.142402,4467.832821,modrange,39.3731804,21.4911385,TRKurl," Buff to grey , thick - bedded to massive ,  partly o'olitic limestone ( Bisetun Limestone )",A-C-W,"Hot and dry, with a dry period longer than the humid period"
97,54.202,29.062,Mand,2043,145,1655.513079,1461.543038,mix(poorrange_x),77.5487213,37.7931213,Eja,"Grey and brown weathered , massive dolomite , low weathering thin to medium - bedded dolomite and massive , feature forming , buff dolomitic limestone ( JAHRUM FM . )",A-C-W,"Hot and dry, with a dry period longer than the humid period"
98,54.169,29.095,Neyriz Lake,2104,145,1208.810153,4281.597979,mix(dryfarming_x),29.4138927,16.3906631,Qft2, Low level piedmont fan and valley teraces deposite,A-C-W,"Hot and dry, with a dry period longer than the humid period"
99,54.21,29.049,Mand,1878,145,624.0466214,238.814445,mix(poorrange_x),29.8072376,16.5978661,Eja,"Grey and brown weathered , massive dolomite , low weathering thin to medium - bedded dolomite and massive , feature forming , buff dolomitic limestone ( JAHRUM FM . )",A-C-W,"Hot and dry, with a dry period longer than the humid period"
100,53.054,28.7,Mand,1107,140,55.78309347,14103.41377,poorrange,33.5166397,18.5294209,OMr,Opemiska mafic rocks,A-C-VW,"Warm and dry, with a dry period longer than the humid period"
101,54.204,29.047,Mand,1761,145,12.92671586,111.4791713,mix(poorrange_x),5.4052978,3.0939965,Eja,"Grey and brown weathered , massive dolomite , low weathering thin to medium - bedded dolomite and massive , feature forming , buff dolomitic limestone ( JAHRUM FM . )",A-C-W,"Hot and dry, with a dry period longer than the humid period"
102,53.132,28.627,Mand,1020,140,688.1756739,3015.302408,poorrange,2.4188161,1.3856094,Mlmmi, Low weathering grey marls alternating with bands of more ressitant shelly limestone ( MISHAN FM. ),A-C-VW,"Warm and dry, with a dry period longer than the humid period"
103,54.572,28.849,Shoor,2224,163,2185.663604,651.8994331,modrange,46.4888077,24.9331551,Ktb,"Massive , shelly , cliff - forming partly anhydritic limestone ( TARBUR FM . )",A-C-W,"Hot and dry, with a dry period longer than the humid period"
104,54.207,29.048,Mand,1820,145,311.8306834,63.66467812,mix(poorrange_x),24.244833,13.6282978,Eja,"Grey and brown weathered , massive dolomite , low weathering thin to medium - bedded dolomite and massive , feature forming , buff dolomitic limestone ( JAHRUM FM . )",A-C-W,"Hot and dry, with a dry period longer than the humid period"
105,54.205,29.063,Mand,2129,145,1758.502432,1636.673073,mix(poorrange_x),17.997715,10.2027054,Eja,"Grey and brown weathered , massive dolomite , low weathering thin to medium - bedded dolomite and massive , feature forming , buff dolomitic limestone ( JAHRUM FM . )",A-C-W,"Hot and dry, with a dry period longer than the humid period"
106,54.135,29.103,Neyriz Lake,1815,145,1532.133824,4627.174937,mix(dryfarming_x),8.5855246,4.9071102,Qft2, Low level piedmont fan and valley teraces deposite,A-C-W,"Hot and dry, with a dry period longer than the humid period"
107,54.119,29.092,Neyriz Lake,1882,145,424.4370642,2855.183269,poorrange,24.3992596,13.7118368,Qft2, Low level piedmont fan and valley teraces deposite,A-C-W,"Hot and dry, with a dry period longer than the humid period"
108,54.128,29.145,Neyriz Lake,1930,145,134.5628942,5189.97697,modrange,10.9252424,6.2349744,Qft2, Low level piedmont fan and valley teraces deposite,A-C-W,"Hot and dry, with a dry period longer than the humid period"
109,54.42,29.234,Neyriz Lake,1926,145,379.435552,137.2906961,modrange,25.4908943,14.3006535,Qft2, Low level piedmont fan and valley teraces deposite,A-C-W,"Hot and dry, with a dry period longer than the humid period"
110,54.487,29.094,Neyriz Lake,1916,145,1373.141659,1704.634819,modrange,3.6554952,2.0935123,Qft2, Low level piedmont fan and valley teraces deposite,A-C-W,"Hot and dry, with a dry period longer than the humid period"
111,54.228,29.183,Neyriz Lake,1758,145,738.6990632,1591.209593,modrange,16.8665314,9.5737047,Qft2, Low level piedmont fan and valley teraces deposite,A-C-W,"Hot and dry, with a dry period longer than the humid period"
112,54.207,29.184,Neyriz Lake,1810,145,1518.009114,1752.487017,modrange,23.119381,13.0177116,Qft2, Low level piedmont fan and valley teraces deposite,A-C-W,"Hot and dry, with a dry period longer than the humid period"
113,56.233,29.383,Shoor,2143,122,142.0647319,169.2993625,mix(modrange_x),2.0555985,1.1776053,Qft2, Low level piedmont fan and valley teraces deposite,A-C-W,"Hot and dry, with a dry period longer than the humid period"
114,56.284,29.565,Shoor,2726,123,952.6874703,3852.675649,mix(lowforest_x),9.9203863,5.6654263,OMgr, Oligo - Miocene granite and granodiorite,A-K-W,"Hot and dry, with a dry period longer than the humid period"
