ID,LONG,LAT,SUB_Basin,Elevation,AAP(mm),RiverDIST(m),FaultDIST(m),Landuse_Type,Slop(Percent),Slop(Degrees),GEO_UNIT,DES_GEOUNI,Climate_Type,DES_ClimateType
2133,49.765,35.264,Masileh,2313,210,771.9561274,776.6535088,goodrange,31.9832535,17.7359676,Edvt,Early Devonian volcanic tuff,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2134,49.814,35.239,Masileh,2223,210,301.3924671,1973.906767,goodrange,11.9664946,6.8238478,Edvt,Early Devonian volcanic tuff,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2135,49.672,35.369,Shur,2424,210,1325.493221,2611.693533,goodrange,12.6872253,7.2306142,Qft2, Low level piedmont fan and valley teraces deposite,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2136,49.583,35.375,Masileh,2471,210,897.1702907,421.396394,goodrange,10.5365219,6.0147896,Qft1,High level piedmont fan and valley terrces deposits,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2137,49.755,36.53,Qezel Owzan,1509,510,1902.138429,3178.964728,mix(poorrange_x),41.2894745,22.4354725,Ebv,Andesite and basalt mainly with vesicular texture,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2138,51.115,36.54,Se Hezar,1560,519,2326.651559,1789.86587,denseforest,16.5727634,9.4099665,TRjs,"Sandstone , siltstone and claystone , variously alternating with thin coal seams ( SHEMSHAK FM . )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2139,49.594,35.404,Shur,2381,210,2894.605716,3119.900722,poorrange,19.1412983,10.8360834,Qft2, Low level piedmont fan and valley teraces deposite,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2140,49.589,35.404,Shur,2411,210,2843.079849,3145.056807,poorrange,24.5159149,13.7749023,Qft2, Low level piedmont fan and valley teraces deposite,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2141,50.7,36.179,Qezel Owzan,1806,238,288.073796,5141.755789,mix(goodrang_x),16.7246113,9.4946222,Qft1,High level piedmont fan and valley terrces deposits,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2142,50.782,36.21,Qezel Owzan,2067,238,187.3668879,977.5116254,mix(agri_bagh),24.2991428,13.6576843,"Mm,s,l","Mixture of mudstone, siltstone, and limestone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2143,50.735,36.156,Qezel Owzan,1908,238,194.6086089,3954.399572,mix(agri_bagh),10.1007719,5.7677541,Qft1,High level piedmont fan and valley terrces deposits,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2144,50.707,36.2,Qezel Owzan,2073,238,153.9494031,3339.944584,mix(goodrang_x),27.9533482,15.6174574,"Mm,s,l","Mixture of mudstone, siltstone, and limestone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2145,50.76,36.13,Qezel Owzan,2563,238,1408.073364,1087.746605,mix(goodrang_x),16.5291233,9.3856287,Qft1,High level piedmont fan and valley terrces deposits,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2146,50.706,36.209,Qezel Owzan,2118,238,448.0097844,3217.925806,mix(goodrang_x),14.4879904,8.2436476,"Mm,s,l","Mixture of mudstone, siltstone, and limestone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2147,50.456,36.239,Qezel Owzan,2187,348,1020.610844,328.9345169,modrange,2.740798,1.5699685,Ekgy, Gypsum,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2148,50.857,36.126,Qezel Owzan,2346,238,5.357450267,2512.943382,mix(goodrang_x),25.6018696,14.360342,"Mm,s,l","Mixture of mudstone, siltstone, and limestone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2149,50.672,36.228,Qezel Owzan,2326,238,423.5592258,2752.90914,modrange,35.1902809,19.3871155,Ebv,Andesite and basalt mainly with vesicular texture,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2150,50.625,36.207,Qezel Owzan,1794,238,388.5705799,2813.541184,bagh/grazing area,8.4860954,4.8505535,"Mm,s,l","Mixture of mudstone, siltstone, and limestone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2151,50.953,36.224,Qezel Owzan,2326,238,332.4084925,2254.69281,goodrange,32.9773026,18.2511616,"Mm,s,l","Mixture of mudstone, siltstone, and limestone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2152,50.764,36.196,Qezel Owzan,1973,238,159.4754297,784.4882258,modrange,8.0627203,4.6096272,"Mm,s,l","Mixture of mudstone, siltstone, and limestone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2153,50.777,36.232,Qezel Owzan,2381,238,167.5290629,1391.909705,mix(goodrang_x),56.1008034,29.2927761,Ebv,Andesite and basalt mainly with vesicular texture,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2154,50.643,36.22,Qezel Owzan,1879,238,549.9274764,2934.392021,mix(goodrang_x),8.1628819,4.6666403,"Mm,s,l","Mixture of mudstone, siltstone, and limestone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2155,50.777,36.218,Qezel Owzan,2177,238,536.657865,1617.583739,modrange,19.3850269,10.9707336,"Mm,s,l","Mixture of mudstone, siltstone, and limestone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2156,50.791,36.205,Qezel Owzan,2059,238,428.3165745,761.2465433,mix(goodrang_x),31.8956203,17.6904049,"Mm,s,l","Mixture of mudstone, siltstone, and limestone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2157,50.861,36.149,Qezel Owzan,2223,238,644.355689,4021.99541,modrange,27.201643,15.2172031,"Mm,s,l","Mixture of mudstone, siltstone, and limestone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2158,50.525,36.233,Qezel Owzan,2159,238,817.318881,647.8195679,modrange,30.3428116,16.8792725,Ekgy, Gypsum,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2159,50.858,36.158,Qezel Owzan,2075,238,617.6119299,3060.076373,modrange,13.0409641,7.4299917,"Mm,s,l","Mixture of mudstone, siltstone, and limestone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2160,50.631,36.213,Qezel Owzan,1805,238,99.36527268,3609.578822,bagh/grazing area,37.3355141,20.4733753,"Mm,s,l","Mixture of mudstone, siltstone, and limestone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2161,50.798,36.139,Qezel Owzan,2085,238,75.58125186,1985.704121,mix(goodrang_x),29.3548965,16.3595467,Qft1,High level piedmont fan and valley terrces deposits,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2162,50.843,36.198,Qezel Owzan,2293,238,1255.154497,1047.129433,mix(goodrang_x),4.4851084,2.5680568,"Mm,s,l","Mixture of mudstone, siltstone, and limestone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2163,50.741,36.137,Qezel Owzan,2139,238,668.0219515,2349.833783,mix(goodrang_x),21.4879856,12.1273003,Qft1,High level piedmont fan and valley terrces deposits,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2164,50.678,36.194,Qezel Owzan,1909,238,213.67405,5450.576244,mix(goodrang_x),20.3875084,11.5232592,"Mm,s,l","Mixture of mudstone, siltstone, and limestone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2165,50.733,36.216,Qezel Owzan,2271,238,69.9990495,982.1186009,modrange,11.2268534,6.4056902,Ebv,Andesite and basalt mainly with vesicular texture,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2166,50.737,36.115,Qezel Owzan,2662,238,1093.27973,578.4862147,modrange,34.8939781,19.2359123,Ebv,Andesite and basalt mainly with vesicular texture,SA-K-M,"Moderate, with a moderate and hot and humid and dry period"
2167,50.702,36.141,Qezel Owzan,1929,238,210.9262255,2847.072854,mix(goodrang_x),15.0899534,8.5811644,"Mm,s,l","Mixture of mudstone, siltstone, and limestone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2168,51.128,36.157,Qezel Owzan,2757,215,626.8863445,233.9820005,mix(goodrang_x),32.0543137,17.7728958,Jl,"Light grey , thin - bedded to massive limestone ( LAR FM. )",SH-K-M,"Hot and dry, with a dry period longer than the humid period"
2169,50.823,36.213,Qezel Owzan,2283,238,2893.734771,2483.653736,modrange,20.6130047,11.6472483,"Mm,s,l","Mixture of mudstone, siltstone, and limestone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2170,51.153,36.354,Chalus,2296,215,603.3425362,134.5843757,mix(goodrang_x),32.8192215,18.1694336,Kbvt,Keewatin mafic-felsic tuff,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2171,50.5,36.582,Se Hezar,2555,380,108.4839378,2973.796805,mix(modrange_x),22.591608,12.7303324,TRe,"Thick - bedded , o'olitic limestone ; yellow to pinkish thin - platy argillaceous limestone with worm tracks ( ELIKA FM. )",SA-K-M,"Moderate, with a moderate and hot and humid and dry period"
2172,49.731,35.021,Masileh,2184,210,2829.072608,488.9467798,modrange,21.4753761,12.1203947,Ea.bvs,Early Archean volcanic breccia,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2173,49.806,35.23,Masileh,2135,210,207.7338614,930.1466449,goodrange,7.4528694,4.2622995,Eav,Early Archean volcanic rocks,A-K-W,"Hot and dry, with a dry period longer than the humid period"
2174,49.804,35.232,Masileh,2155,210,449.6860099,1001.02798,goodrange,18.6394405,10.5584488,Eav,Early Archean volcanic rocks,A-K-W,"Hot and dry, with a dry period longer than the humid period"
2175,49.824,35.225,Masileh,2119,210,66.83769244,531.3097226,agri,17.4929867,9.9223461,Eav,Early Archean volcanic rocks,A-K-W,"Hot and dry, with a dry period longer than the humid period"
2176,49.788,35.176,Masileh,1824,210,117.4994416,196.1543838,poorrange,24.5916653,13.815836,E1c," Pale-red , polygenic conglomerate and sandstone",A-K-W,"Hot and dry, with a dry period longer than the humid period"
2177,49.891,35.3,Shur,2116,210,205.601434,173.0226019,poorrange,15.9203291,9.045763,Edvs,Early Devonian volcanic sill,A-K-W,"Hot and dry, with a dry period longer than the humid period"
2178,49.888,35.299,Shur,2126,210,170.9176752,304.4064444,agri,6.6730886,3.8177381,Edvs,Early Devonian volcanic sill,A-K-W,"Hot and dry, with a dry period longer than the humid period"
2179,49.879,35.294,Shur,2193,210,146.1927547,919.762388,poorrange,29.2569256,16.3078537,Edvs,Early Devonian volcanic sill,A-K-W,"Hot and dry, with a dry period longer than the humid period"
2180,49.892,35.299,Shur,2099,210,78.51685093,276.7253552,agri,11.8527775,6.7596045,Edvs,Early Devonian volcanic sill,A-K-W,"Hot and dry, with a dry period longer than the humid period"
2181,49.887,35.297,Shur,2114,210,46.99839815,532.5738464,agri,8.0178022,4.5840564,Edvs,Early Devonian volcanic sill,A-K-W,"Hot and dry, with a dry period longer than the humid period"
2182,49.884,35.296,Shur,2129,210,159.4449403,663.9478077,poorrange,13.7893734,7.8512163,Edvs,Early Devonian volcanic sill,A-K-W,"Hot and dry, with a dry period longer than the humid period"
2183,49.881,35.282,Shur,2284,210,616.5348019,1178.093855,poorrange,25.2095242,14.1491747,Edvs,Early Devonian volcanic sill,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2184,49.881,35.293,Shur,2145,210,28.84755212,1016.564339,poorrange,23.378027,13.1583052,Edvs,Early Devonian volcanic sill,A-K-W,"Hot and dry, with a dry period longer than the humid period"
2185,49.889,35.298,Shur,2118,210,27.51110238,408.1120809,agri,9.6901836,5.5347857,Edvs,Early Devonian volcanic sill,A-K-W,"Hot and dry, with a dry period longer than the humid period"
2186,49.874,35.15,Masileh,1657,210,563.9418265,1554.099635,poorrange,7.0724559,4.0454826,OMml,Ordovician Maquoketa shale,A-K-W,"Hot and dry, with a dry period longer than the humid period"
2187,49.706,35.229,Masileh,2004,210,858.3683021,1046.421903,agri,12.0731592,6.8840919,TRjs,"Sandstone , siltstone and claystone , variously alternating with thin coal seams ( SHEMSHAK FM . )",A-K-W,"Hot and dry, with a dry period longer than the humid period"
2188,49.705,35.242,Masileh,2244,210,1483.165631,255.470514,goodrange,15.9021702,9.0356159,OMml,Ordovician Maquoketa shale,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2189,49.716,35.231,Masileh,1993,210,231.1724048,358.0920009,agri,29.62006,16.499321,TRjs,"Sandstone , siltstone and claystone , variously alternating with thin coal seams ( SHEMSHAK FM . )",A-K-W,"Hot and dry, with a dry period longer than the humid period"
2190,49.731,35.249,Masileh,2049,210,49.55239221,157.9545939,agri,27.6820068,15.4731569,Edvs,Early Devonian volcanic sill,A-K-W,"Hot and dry, with a dry period longer than the humid period"
2191,49.71,35.222,Masileh,1907,210,65.77374688,1496.229201,agri,16.8354549,9.5563908,TRjs,"Sandstone , siltstone and claystone , variously alternating with thin coal seams ( SHEMSHAK FM . )",A-K-W,"Hot and dry, with a dry period longer than the humid period"
2192,49.522,36.494,Qezel Owzan,802,368,807.6139329,14533.66575,modrange,38.2585297,20.9361172,Eav,Early Archean volcanic rocks,SH-C-W,"Hot and dry, with a dry period longer than the humid period"
2193,49.524,36.497,Qezel Owzan,778,368,899.3878201,14320.05199,modrange,40.9782257,22.2829475,Eav,Early Archean volcanic rocks,SH-C-W,"Hot and dry, with a dry period longer than the humid period"
2194,49.536,36.492,Qezel Owzan,1142,368,2059.938179,13260.51044,modrange,36.6856232,20.1458778,Eav,Early Archean volcanic rocks,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2195,49.568,36.489,Qezel Owzan,1106,368,269.0485216,10390.55424,mix(modrange_x),42.7286148,23.1363468,Eav,Early Archean volcanic rocks,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2196,50.401,36.425,Qezel Owzan,1563,348,1389.007901,5978.538134,mix(poorrange_x),30.9362946,17.1901302,"Mm,s,l","Mixture of mudstone, siltstone, and limestone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2197,50.433,36.392,Qezel Owzan,1147,348,597.3661482,1943.546272,modrange,23.4666882,13.2064619,"Mm,s,l","Mixture of mudstone, siltstone, and limestone",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
2198,50.284,36.306,Shur,1716,348,434.5712112,1485.78807,modrange,6.4948149,3.7160356,Ebv,Andesite and basalt mainly with vesicular texture,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2199,50.286,36.306,Shur,1723,348,565.9891161,1654.308705,modrange,8.7211657,4.9842486,Ebv,Andesite and basalt mainly with vesicular texture,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2200,50.221,36.413,Qezel Owzan,1769,348,41.43477817,1154.821885,mix(agri_bagh),28.6582794,15.9913921,TRjs,"Sandstone , siltstone and claystone , variously alternating with thin coal seams ( SHEMSHAK FM . )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2201,50.222,36.41,Qezel Owzan,1835,348,244.4125698,1488.434601,mix(agri_bagh),39.0623817,21.3367996,TRjs,"Sandstone , siltstone and claystone , variously alternating with thin coal seams ( SHEMSHAK FM . )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2202,50.222,36.425,Qezel Owzan,1741,348,823.7946939,176.0126787,modrange,59.2754669,30.6575413,Ebv,Andesite and basalt mainly with vesicular texture,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2203,50.222,36.403,Qezel Owzan,2059,348,574.2983733,2265.17523,modrange,14.6380262,8.3278265,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2204,50.208,36.403,Qezel Owzan,2157,348,789.017378,2421.960917,modrange,36.4366989,20.0200691,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2205,50.211,36.403,Qezel Owzan,2090,348,542.4864589,2345.492959,modrange,53.2509308,28.035717,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2206,50.21,36.417,Qezel Owzan,2075,348,1053.49996,882.1737375,modrange,32.6824837,18.0986786,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2207,50.254,36.417,Qezel Owzan,1693,348,529.1456084,884.6947247,modrange,37.4885178,20.5502777,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2208,50.206,36.367,Shur,1988,348,1336.088055,1159.29281,modrange,29.6468716,16.513443,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2209,50.206,36.368,Shur,2006,348,1359.453878,1270.062176,modrange,26.0465946,14.5992193,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2210,50.208,36.368,Shur,1965,348,1533.914796,1259.388321,modrange,12.9520407,7.3798885,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2211,50.209,36.368,Shur,1992,348,1621.556908,1254.052777,modrange,28.0976772,15.6941299,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2212,50.209,36.369,Shur,1998,348,1648.34681,1364.822366,modrange,13.9469271,7.939784,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2213,50.21,36.369,Shur,2018,348,1655.228201,1359.487814,modrange,27.1444912,15.1867094,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2214,50.21,36.369,Shur,2018,348,1655.228201,1359.487814,modrange,27.1444912,15.1867094,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2215,50.3,36.375,Qezel Owzan,1895,348,1783.520208,307.9829215,mix(dryfarming_x),30.3761196,16.8967457,Ebv,Andesite and basalt mainly with vesicular texture,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2216,50.304,36.378,Qezel Owzan,1770,348,2272.605703,560.9075983,mix(dryfarming_x),32.6216507,18.0671806,Ebv,Andesite and basalt mainly with vesicular texture,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2217,50.304,36.378,Qezel Owzan,1770,348,2272.605703,560.9075983,mix(dryfarming_x),32.6216507,18.0671806,Ebv,Andesite and basalt mainly with vesicular texture,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2218,50.275,36.392,Qezel Owzan,1975,348,1538.67765,3013.370001,mix(dryfarming_x),13.1718521,7.5037184,Ebv,Andesite and basalt mainly with vesicular texture,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2219,50.314,36.375,Qezel Owzan,1771,348,2861.811333,52.49550706,mix(agri_bagh),22.6243572,12.7481833,Ebv,Andesite and basalt mainly with vesicular texture,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2220,50.235,36.384,Shur,2441,348,573.8768984,3546.401792,modrange,29.4120502,16.3896904,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2221,50.239,36.385,Qezel Owzan,2493,348,904.8180548,3838.89372,modrange,39.7311172,21.668478,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2222,50.233,36.392,Qezel Owzan,2365,348,774.6482901,3493.666393,modrange,32.4790764,17.9933186,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2223,50.103,36.447,Shur,2118,348,250.8123007,9197.33207,poorrange,40.8179512,22.204277,Pgkc,Pleistocene till,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2224,50.094,36.439,Shur,2036,348,531.3052108,8509.0277,poorrange,33.0232697,18.2749119,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2225,50.128,36.401,Shur,1858,348,323.5400275,5344.445068,poorrange,12.8849459,7.3420773,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2226,50.128,36.401,Shur,1858,348,323.5400275,5344.445068,poorrange,12.8849459,7.3420773,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2227,50.129,36.401,Shur,1874,348,320.2379669,5339.037974,poorrange,14.0488386,7.9970531,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2228,50.13,36.401,Shur,1874,348,316.9367381,5333.631803,poorrange,12.6658583,7.218565,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2229,50.13,36.402,Shur,1888,348,427.8295666,5444.396599,poorrange,8.3358116,4.7650518,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2230,50.218,36.447,Qezel Owzan,1603,348,1914.718446,2512.777732,modrange,27.6839638,15.4741983,Ebv,Andesite and basalt mainly with vesicular texture,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2231,50.151,36.453,Qezel Owzan,2116,348,1132.980905,5444.888196,modrange,26.1040726,14.6300564,Pgkc,Pleistocene till,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2232,50.157,36.453,Qezel Owzan,2086,348,1318.826195,4996.105172,modrange,11.2139788,6.3984051,TRjs,"Sandstone , siltstone and claystone , variously alternating with thin coal seams ( SHEMSHAK FM . )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2233,50.167,36.451,Qezel Owzan,1928,348,1552.331073,4148.63704,modrange,23.6292591,13.2947149,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2234,50.168,36.452,Qezel Owzan,1921,348,1451.680479,4153.099155,modrange,12.6344538,7.2008553,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2235,50.185,36.453,Qezel Owzan,1711,348,721.2074881,3278.314297,mix(dryfarming_x),30.713686,17.0736523,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2236,50.197,36.436,Qezel Owzan,1887,348,1237.130913,1107.565318,modrange,34.2098656,18.8857479,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2237,50.135,36.468,Qezel Owzan,2101,348,817.7035898,7570.058861,modrange,61.0558472,31.4065075,TRjs,"Sandstone , siltstone and claystone , variously alternating with thin coal seams ( SHEMSHAK FM . )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2238,50.138,36.468,Qezel Owzan,2074,348,704.551694,7356.592028,modrange,35.1019096,19.3420486,TRjs,"Sandstone , siltstone and claystone , variously alternating with thin coal seams ( SHEMSHAK FM . )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2239,50.14,36.468,Qezel Owzan,2013,348,630.8794092,7216.341886,modrange,27.5558205,15.4059811,TRjs,"Sandstone , siltstone and claystone , variously alternating with thin coal seams ( SHEMSHAK FM . )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2240,50.167,36.468,Qezel Owzan,1698,348,156.9186366,5547.684916,modrange,33.5344124,18.5385761,TRjs,"Sandstone , siltstone and claystone , variously alternating with thin coal seams ( SHEMSHAK FM . )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2241,50.128,36.461,Qezel Owzan,2106,348,17.21404444,7671.929516,modrange,26.0417404,14.5966158,TRjs,"Sandstone , siltstone and claystone , variously alternating with thin coal seams ( SHEMSHAK FM . )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2242,50.122,36.461,Qezel Owzan,2262,348,523.2254856,8144.999942,modrange,40.7138557,22.1531334,Ed.av,Dacitic and andesitic volcanics,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2243,50.139,36.522,Qezel Owzan,1337,380,814.3396805,11973.99816,mix(modrange_x),30.0774174,16.7399292,TRjs,"Sandstone , siltstone and claystone , variously alternating with thin coal seams ( SHEMSHAK FM . )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2244,50.225,36.408,Qezel Owzan,1960,348,593.0926785,1712.525959,modrange,39.317646,21.4635849,TRjs,"Sandstone , siltstone and claystone , variously alternating with thin coal seams ( SHEMSHAK FM . )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2245,50.228,36.403,Qezel Owzan,1957,348,1081.629869,2269.49792,modrange,33.9316139,18.7429028,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2246,50.414,36.401,Qezel Owzan,1225,348,595.4056218,3072.200476,mix(poorrange_x),22.5315819,12.6976051,"Mm,s,l","Mixture of mudstone, siltstone, and limestone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2247,50.133,36.521,Qezel Owzan,1480,380,754.5363732,12143.66261,mix(modrange_x),48.5224266,25.8837872,TRjs,"Sandstone , siltstone and claystone , variously alternating with thin coal seams ( SHEMSHAK FM . )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2248,50.133,36.511,Qezel Owzan,1549,380,1648.103321,11206.14107,mix(bagh_X),26.4974842,14.8408804,TRjs,"Sandstone , siltstone and claystone , variously alternating with thin coal seams ( SHEMSHAK FM . )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2249,50.126,36.506,Qezel Owzan,1695,380,1896.935896,11125.38294,mix(modrange_x),28.1394196,15.7162943,TRjs,"Sandstone , siltstone and claystone , variously alternating with thin coal seams ( SHEMSHAK FM . )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2250,50.432,36.364,Qezel Owzan,1174,348,55.75420894,956.5545139,bagh/grazing area,18.8829536,10.6932268,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
2251,50.436,36.312,Qezel Owzan,2129,348,26.18937148,680.1392392,modrange,22.6435051,12.7586193,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2252,50.436,36.306,Qezel Owzan,2192,348,172.5287026,57.48613685,modrange,28.7469864,16.0383492,Odi,Ordovician Dolomite aquifer,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2253,50.497,36.19,Shur,2077,348,771.7085222,1779.882873,modrange,28.9741116,16.1584759,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2254,50.498,36.19,Shur,2107,348,719.6308747,1793.553062,modrange,14.6269197,8.3215961,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2255,50.485,36.193,Shur,2138,348,1055.146918,2265.01754,modrange,24.9409142,14.0043764,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
2256,50.485,36.193,Shur,2138,348,1055.146918,2265.01754,modrange,24.9409142,14.0043764,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
